"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"ДО «Вернадский» Филиала № 7701 Банка ВТБ (ПАО)","119331, г. Москва, пр-т Вернадского, 29","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.681713","37.516449","null","10352","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Жулебино» Филиала № 7701 Банка ВТБ (ПАО)","109431, г. Москва, ул. Привольная, 65/32","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.681534","37.849888","Москва, Таганско-Краснопресненская линия, метро Жулебино","16483","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Профсоюзный» Филиала № 7701 Банка ВТБ (ПАО)","117218, г. Москва, ул. Профсоюзная, д. 15","","открытая","Не обслуживает ЮЛ","null","null","","пн","10:00-19:00","Да","Розничный (РБ)","Y","N","55.679516","37.565334","Москва, Калужско-Рижская линия, метро Профсоюзная","8981","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Олимпийский» Филиала № 7701 Банка ВТБ (ПАО)","119602, г. Москва, Мичуринский пр-т, Олимпийская деревня, д.1к.1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Офис Привилегия)","Привилегия (РБ)","N","Y","55.67944","37.469639","null","12573","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «На Андропова» Филиала № 7701 Банка ВТБ (ПАО)","115487, г. Москва, просп. Андропова, д. 30","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-20:00","Да","Розничный (РБ)","Y","N","55.679138","37.662434","Москва, Замоскворецкая линия, метро Коломенская","8740","False","False"
"","","","","","","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Можайское шоссе» Филиала № 7701 Банка ВТБ (ПАО)","143005, Московская область, Одинцовский район, г-кое поселение Одинцово, г. Одинцово, Можайское шоссе., д. 81","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.679031","37.283516","null","22692","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Смирновский» Филиала № 7701 Банка ВТБ (ПАО)","140000, Московская область, г. Люберцы, Октябрьский пр-т, д. 181, пом. II","","открытая","пн-чт","10:00-19:00","нет РКО","","пн-пт","10:00-19:00","Да","Универсальный","Y","N","55.678787","37.894928","null","19125","null","False"
"","","","","пт","10:00-18:00","","","сб,вс","выходной","","","","","","","","","",""
"","","","","сб,вс","выходной","","","","","","","","","","","","","",""
"ДО «Некрасовка» Филиала № 7701 Банка ВТБ (ПАО)","111674, г. Москва, ул. Рождественская, д. 29","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-20:00","да","Розничный (РБ)","Y","N","55.67831","37.919693","null","20553","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Люблино» Филиала № 7701 Банка ВТБ (ПАО)","109559, г. Москва, ул. Краснодарская, д. 51 корп.2","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","09:00-20:00","Да","Стандарт","Y","N","55.677341","37.765408","null","12463","null","False"
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Одинцовский» Филиала № 7701 Банка ВТБ (ПАО)","143000, Московская область, г. Одинцово, ул. М.Жукова, д.16","","открытая","пн-чт","09:00-18:00","нет РКО","","пн-пт","09:00-19:00","Да","Универсальный","Y","Y","55.677097","37.256618","null","24342","null","False"
"","","","","пт","09:00-17:00","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","сб,вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Люберецкий» Филиала № 7701 Банка ВТБ (ПАО)","140000, Московская область, г. Люберцы, ул. Смирновская, д.2","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.676552","37.891171","null","19026","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Люблино центр» Филиала № 7701 Банка ВТБ (ПАО)","109559, г. Москва, ул. Совхозная, д. 41","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.674576","37.760235","Москва, Люблинско-Дмитровская линия, метро Люблино","12446","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «МГИМО» Филиала № 7701 Банка ВТБ (ПАО)","119454, г. Москва, пр-т Вернадского, д. 76, корп. В","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","Нет","Розничный (РБ)","N","N","55.672081","37.488171","null","12320","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Черемушки» Филиала № 7701 Банка ВТБ (ПАО)","117393, г. Москва, ул. Профсоюзная, д. 56","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.670021","37.552479","Москва, Калужско-Рижская линия, метро Новые Черёмушки","10271","False","False"
"","","","","","","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Юго-Западный» Филиала № 7701 Банка ВТБ (ПАО)","119526, г. Москва, просп. Вернадского, д. 105, корп. 3","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.663811","37.484863","Москва, Сокольническая линия, метро Юго-Западная","13149","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Нахимовский проспект» Филиала № 7701 Банка ВТБ (ПАО)","117638, г. Москва, Нахимовский пр-т, д. 11, кор. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.663513","37.6054","Москва, Серпуховско-Тимирязевская линия, метро Нахимовский проспект","10116","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Марьинский» Филиала № 7701 Банка ВТБ (ПАО)","109341, г. Москва, ул. Верхние поля, д. 14, корп. 1, м. «Братиславская»","","открытая","пн-чт","09:00-18:00","нет РКО","","пн-пт","09:00-20:00","Да (Зона Привилегия)","Стандарт+бизнес отдел","Y","N","55.66169","37.747414","null","12995","null","False"
"","","","","пт","09:00-16:45","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","сб,вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Обручевский» Филиала № 7701 Банка ВТБ (ПАО)","119421, г. Москва, Ленинский пр-т, д. 111, корп. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да (Офис Привилегия)","Привилегия (РБ)","N","Y","55.661331","37.509354","null","12442","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «На Октябрьском» Филиала № 7701 Банка ВТБ (ПАО)","140006, Московская область, г. Люберцы, Октябрьский пр-т, д. 380д","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да","Универсальный","Y","Y","55.660671","37.91338","null","21090","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Марьинский парк» Филиала № 7701 Банка ВТБ (ПАО)","109451, г. Москва, ул. Братиславская, д. 14","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-20:00","Да","Розничный (РБ)","Y","N","55.659122","37.755016","Москва, Люблинско-Дмитровская линия, метро Братиславская","13514","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Каширский» Филиала № 7701 Банка ВТБ (ПАО)","115522, г. Москва, Каширское шоссе, д. 26, корп. 2","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да","Розничный (РБ)","Y","N","55.653519","37.648178","Москва, Большая кольцевая линия, метро Каширская","11318","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Нагорно-Южный» Филиала № 7701 Банка ВТБ (ПАО)","117556, г. Москва, Варшавское шоссе, д. 87","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.652939","37.620697","Москва, Большая кольцевая линия, метро Варшавская","11248","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Солнцево» Филиала № 7701 Банка ВТБ (ПАО)","119620, г. Москва, ул. Богданова, д. 50","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да","Универсальный","Y","N","55.650631","37.394447","Москва, Калининско-Солнцевская линия, метро Солнцево","18243","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Марьино» Филиала № 7701 Банка ВТБ (ПАО)","109652, г. Москва, ул. Люблинская, д. 165","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.650505","37.745926","Москва, Люблинско-Дмитровская линия, метро Марьино","13947","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Профсоюзной» Филиала № 7701 Банка ВТБ (ПАО)","117485, г. Москва, ул. Профсоюзная, д. 102А","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Нет","Розничный (РБ)","Y","N","55.644238","37.52652","Москва, Калужско-Рижская линия, метро Беляево","13558","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Беляево» Филиала № 7701 Банка ВТБ (ПАО)","117437, г. Москва, ул. Профсоюзная, д. 104","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-20:00","Да","Розничный (РБ)","Y","N","55.641918","37.523464","Москва, Калужско-Рижская линия, метро Беляево","13874","False","False"
"","","","","","","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"Тест6","119634, Москва, скульптора мухиной, д.5","test111112","открытая","Не обслуживает ЮЛ","null","нет РКО","null","Не обслуживает ФЛ","null","Да","Розничный (РБ)","N","N","55.640842","37.345436","null","21342","False","False"
"test1","119634, москва, скульптора мухиной д.5","test111111","открытая","Не обслуживает ЮЛ","null","нет РКО","null","Не обслуживает ФЛ","null","да","Розничный (РБ)","N","N","55.640842","37.345436","null","21342","False","False"
"ДО «Чертаново» Филиала № 7701 Банка ВТБ (ПАО)","117208, г. Москва, ул. Чертановская, д. 1в, корп. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.639462","37.607143","Москва, Серпуховско-Тимирязевская линия, метро Чертановская","12774","False","False"
"","","","","","","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Кантемировский» Филиала № 7701 Банка ВТБ (ПАО)","115447, г. Москва, ул. Кантемировская, д. 47","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Розничный (РБ)","Y","N","55.637798","37.656181","Москва, Замоскворецкая линия, метро Кантемировская","13124","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Площадь Дмитрия Донского» Филиала № 7701 Банка ВТБ (ПАО)","140091, Московская обл., г. Дзержинский, пл. Дмитрия Донского, д. 6","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да","Универсальный","Y","N","55.629959","37.850281","null","19952","False","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Южный» Филиала № 7701 Банка ВТБ (ПАО)","117587, г. Москва, район Чертаново Северное, ул. Кировоградская, д. 14","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-20:00","Да (Зона Привилегия)","Розничный (РБ)","Y","Y","55.622608","37.605938","Москва, Серпуховско-Тимирязевская линия, метро Южная","14649","False","False"
"","","","","","","","","вт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-20:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-20:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Спектр» Филиала № 7701 Банка ВТБ (ПАО)","117588, г. Москва, Новоясеневский пр-т, д. 1","","открытая","Не обслуживает ЮЛ","null","null","","пн","10:00-22:00","Да","Розничный (РБ)","Y","N","55.619473","37.509289","Москва, Калужско-Рижская линия, метро Тёплый Стан","16510","False","False"
"","","","","","","","","вт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-22:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-22:00","","","","","","","","","",""
"","","","","","","","","сб","10:00-22:00","","","","","","","","","",""
"","","","","","","","","вс","10:00-22:00","","","","","","","","","",""
"ДО «Теплый стан» Филиала № 7701 Банка ВТБ (ПАО)","117574, г. Москва, ул. Профсоюзная, д. 129А","","открытая","пн-чт","09:00-18:00","нет РКО","","пн-пт","09:00-20:00","Да (Зона Привилегия)","Стандарт+бизнес отдел","Y","N","55.61813","37.507484","null","16693","null","False"
"","","","","пт","09:00-17:00","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","сб,вс","выходной","","","вс","10:00-17:00","","","","","","","","","",""
"ДО «Твин Плаза» Филиала № 7701 Банка ВТБ (ПАО)","117574, г. Москва, Новоясеневский пр-т вл. 2а, стр. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.617748","37.505722","Москва, Калужско-Рижская линия, метро Тёплый Стан","16779","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","10:00-17:00","","","","","","","","","",""
"ДО «Домодедовский» Филиала № 7701 Банка ВТБ (ПАО)","115563, г. Москва, ул. Генерала Белова, д. 33А","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.612274","37.722126","Москва, Замоскворецкая линия, метро Домодедовская","17010","False","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Орехово-Борисовский» Филиала № 7701 Банка ВТБ (ПАО)","115551, г. Москва, Ореховый бульвар, д. 13","","открытая","пн","10:00-19:00","нет РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.611511","37.71962","Москва, Замоскворецкая линия, метро Домодедовская","17031","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Румянцево» Филиала № 7701 Банка ВТБ (ПАО)","108811, г. Москва, п. Московский, Киевское шоссе, 22-й км, домовл. 4, стр.1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.610489","37.360321","null","22821","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Новоясеневский» Филиала № 7701 Банка ВТБ (ПАО)","117588, г. Москва, Новоясеневский пр-т, д. 9","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.608814","37.535412","Москва, Калужско-Рижская линия, метро Ясенево","17010","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Аэропорт Внуково» Филиала № 7701 Банка ВТБ (ПАО)","119027, г. Москва, ул. Рейсовая 2-я, д. 2, корп. 5","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:00-18:00","Да","Розничный (РБ)","N","Y","55.605225","37.286346","null","26695","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Ясенево» Филиала № 7701 Банка ВТБ (ПАО)","117463, г. Москва, Новоясеневский пр-т, д. 32, к.1","","открытая","Не обслуживает ЮЛ","null","null","","пн-пт","09:00-20:00","Да","Мини_расш","Y","N","55.604027","37.539474","null","17441","null","False"
"","","","","","","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Жуковский» Филиала № 7701 Банка ВТБ (ПАО)","140180, Московская область, г. Жуковский, ул. Жуковского, д. 9","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","Да","Розничный (РБ)","Y","Y","55.599064","38.11832","null","35662","True","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
